user_id,Recency,Frequency,Monetary,Avg_Txn_Value,Fav_Txn_Type,Weekend_Ratio,Night_Ratio,age_group,city_tier,kyc_status,user_loyalty_score,Monetary_log
USR00054,19,15,6340.97,422.73133333333334,P2M,0.4666666666666667,0.4666666666666667,25-34,Tier 3,Verified,0.456,8.754944724718136
USR00055,29,5,3671.38,734.2760000000001,P2M,0.0,0.2,25-34,Tier 2,Verified,0.777,8.208595232224871
USR00056,6,5,1202.53,240.506,P2P,0.2,0.4,18-24,Tier 3,Verified,0.166,7.093014184207835
USR00057,22,15,22562.05,1504.1366666666665,P2P,0.3333333333333333,0.2,18-24,Tier 2,Verified,0.893,10.024068891509431
USR00058,37,11,11357.369999999999,1032.4881818181818,P2P,0.45454545454545453,0.2727272727272727,18-24,Tier 2,Verified,0.85,9.33771019606456
USR00059,9,10,14068.66,1406.866,P2M,0.4,0.2,25-34,Tier 2,Verified,0.835,9.551775984926623
USR00060,51,11,2933.7,266.7,P2M,0.36363636363636365,0.2727272727272727,25-34,Tier 2,Not Verified,0.221,7.984360512387156
USR00061,5,9,15100.49,1677.8322222222223,Bill Payment,0.0,0.3333333333333333,18-24,Tier 1,Verified,0.354,9.622548693431598
USR00062,20,10,6485.0,648.5,P2P,0.1,0.1,25-34,Tier 2,Verified,0.868,8.777401286867264
USR00063,72,15,21882.26,1458.8173333333332,P2M,0.4,0.13333333333333333,25-34,Tier 3,Verified,0.481,9.993477239952876
USR00064,18,9,1144.0,127.11111111111111,EMI,0.2222222222222222,0.3333333333333333,18-24,Tier 3,Verified,0.673,7.0431599159883405
USR00065,12,11,7878.33,716.2118181818182,P2P,0.18181818181818182,0.36363636363636365,25-34,Tier 2,Verified,0.485,8.971998153856351
USR00066,1,12,35803.74709999987,2983.645591666656,P2M,0.25,0.3333333333333333,45-54,Tier 1,Verified,0.851,10.48583576415677
USR00067,68,10,6037.62,603.762,P2M,0.3,0.3,18-24,Tier 1,Verified,0.377,8.705930788002863
USR00068,16,4,867.87,216.9675,P2M,0.25,0.25,45-54,Tier 3,Verified,0.289,6.767193516836405
USR00069,6,19,7274.75,382.88157894736844,P2M,0.15789473684210525,0.42105263157894735,55+,Tier 3,Not Verified,0.896,8.892302179509503
USR00070,33,9,14781.87,1642.43,P2P,0.5555555555555556,0.1111111111111111,25-34,Tier 1,Verified,0.979,9.601224356977555
USR00071,3,14,20359.59,1454.2564285714286,P2M,0.35714285714285715,0.2857142857142857,25-34,Tier 2,Verified,0.763,9.921356448633592
USR00072,232,4,2748.11,687.0275,P2P,0.75,1.0,25-34,Tier 3,Verified,0.878,7.919032501915431
USR00073,5,11,3889.29,353.5718181818182,P2M,0.45454545454545453,0.2727272727272727,35-44,Tier 3,Verified,0.197,8.266238983962303
USR00074,8,16,19615.100000000002,1225.9437500000001,P2M,0.3125,0.25,25-34,Tier 2,Verified,0.835,9.884105936602227
USR00075,55,12,10349.33,862.4441666666667,P2P,0.3333333333333333,0.3333333333333333,35-44,Tier 2,Verified,0.694,9.244773682243201
USR00076,25,10,5838.33,583.833,P2M,0.4,0.8,25-34,Tier 3,Verified,0.351,8.672371343213342
USR00077,7,8,19651.065699999956,2456.3832124999944,P2P,0.125,0.0,18-24,Tier 1,Verified,0.125,9.885937736454126
USR00078,11,6,2454.87,409.145,P2M,0.3333333333333333,0.16666666666666666,35-44,Tier 2,Verified,0.985,7.806236356270015
USR00079,193,2,256.48,128.24,P2M,0.0,0.0,25-34,Tier 1,Verified,0.382,5.5509420471844155
USR00080,106,10,5244.5,524.45,P2M,0.5,0.4,35-44,Tier 3,Verified,0.619,8.56512584517154
USR00081,8,12,7817.91,651.4925,P2M,0.16666666666666666,0.4166666666666667,18-24,Tier 1,Verified,0.826,8.964300437634941
USR00082,37,10,6306.95,630.6949999999999,P2M,0.5,0.4,18-24,Tier 2,Verified,0.163,8.749566021608903
USR00083,74,7,5160.5599999999995,737.222857142857,Bill Payment,0.14285714285714285,0.14285714285714285,25-34,Tier 1,Verified,0.212,8.548994138365835
USR00084,17,15,20563.01,1370.8673333333331,P2M,0.26666666666666666,0.3333333333333333,18-24,Tier 1,Verified,0.727,9.931297739461991
USR00085,117,7,16500.91,2357.272857142857,P2M,0.2857142857142857,0.2857142857142857,25-34,Tier 1,Verified,0.441,9.711231410765038
USR00086,3,16,20243.32,1265.2075,P2M,0.25,0.25,35-44,Tier 2,Verified,0.593,9.915629539361774
USR00087,71,14,15005.43,1071.8164285714286,P2M,0.21428571428571427,0.42857142857142855,18-24,Tier 1,Verified,0.622,9.616234054899707
USR00088,1,12,3756.56,313.0466666666667,P2M,0.25,0.16666666666666666,25-34,Tier 2,Not Verified,0.292,8.231525089563513
USR00089,9,10,5881.45,588.145,P2P,0.5,0.3,25-34,Tier 3,Verified,0.355,8.679728620777889
USR00090,29,11,5122.46,465.6781818181818,P2M,0.2727272727272727,0.09090909090909091,35-44,Tier 1,Verified,0.776,8.541585271046225
USR00091,59,11,14052.52,1277.5018181818182,P2M,0.2727272727272727,0.09090909090909091,35-44,Tier 1,Verified,0.142,9.550628177191367
USR00092,6,6,4379.9,729.9833333333332,P2M,0.3333333333333333,0.3333333333333333,25-34,Tier 1,Verified,0.667,8.385009461714535
USR00093,130,8,2032.4299999999998,254.05374999999998,P2M,0.25,0.25,35-44,Tier 3,Verified,0.32,7.6174793013468625
USR00094,5,15,8233.74,548.9159999999999,P2M,0.26666666666666666,0.3333333333333333,18-24,Tier 3,Verified,0.297,9.016117069557154
USR00095,7,10,11301.42,1130.142,P2M,0.3,0.4,35-44,Tier 1,Verified,0.926,9.33277214106364
USR00096,89,8,4348.8,543.6,P2M,0.5,0.125,25-34,Tier 2,Not Verified,0.989,8.377885146014261
USR00097,30,11,7405.37,673.2154545454546,P2P,0.09090909090909091,0.2727272727272727,25-34,Tier 2,Verified,0.747,8.910095719717928
USR00098,30,12,19573.73,1631.1441666666667,P2M,0.25,0.3333333333333333,45-54,Tier 2,Verified,0.243,9.88199472766043
USR00099,213,6,3143.95,523.9916666666667,P2P,0.3333333333333333,0.16666666666666666,25-34,Tier 2,Not Verified,0.856,8.05355327075697
USR00100,3,14,12349.44,882.1028571428571,P2M,0.35714285714285715,0.2857142857142857,18-24,Tier 2,Verified,0.315,9.421446968951843
USR00101,13,8,7695.36,961.92,Bill Payment,0.125,0.125,45-54,Tier 1,Verified,0.388,8.948502768798285
USR00102,15,7,14774.32,2110.617142857143,P2M,0.2857142857142857,0.2857142857142857,35-44,Tier 2,Verified,0.725,9.600713500246194
USR00103,8,15,5016.04,334.4026666666667,P2M,0.2,0.5333333333333333,45-54,Tier 1,Verified,0.588,8.520595397344636
USR00104,14,9,8628.11,958.678888888889,P2M,0.2222222222222222,0.1111111111111111,25-34,Tier 2,Verified,0.793,9.062896650138262
USR00105,122,9,18659.84,2073.3155555555554,Bill Payment,0.6666666666666666,0.1111111111111111,18-24,Tier 2,Verified,0.105,9.834182489465313
USR00106,15,15,9438.49,629.2326666666667,P2M,0.4,0.3333333333333333,25-34,Tier 3,Verified,0.958,9.152657232256391
USR00107,13,11,2829.1400000000003,257.1945454545455,P2M,0.45454545454545453,0.18181818181818182,25-34,Tier 1,Verified,0.492,7.94808145937835
USR00108,8,10,4481.46,448.146,P2M,0.3,0.5,35-44,Tier 1,Verified,0.856,8.407927281847726
USR00109,5,7,1128.16,161.1657142857143,P2M,0.0,0.0,25-34,Tier 2,Not Verified,0.455,7.029229272443377
USR00110,10,13,5143.22,395.63230769230773,P2M,0.15384615384615385,0.38461538461538464,18-24,Tier 2,Not Verified,0.222,8.545629033276636
USR00111,32,12,8584.57,715.3808333333333,P2M,0.08333333333333333,0.5,35-44,Tier 2,Verified,0.29,9.057838166002316
USR00112,29,11,14975.79,1361.4354545454546,P2P,0.45454545454545453,0.36363636363636365,18-24,Tier 1,Verified,0.849,9.61425694839446
USR00113,12,12,8105.45,675.4541666666667,Bill Payment,0.0,0.5833333333333334,25-34,Tier 2,Verified,0.585,9.000415320081137
USR00114,33,15,14845.5,989.7,P2P,0.3333333333333333,0.3333333333333333,25-34,Tier 3,Verified,0.803,9.605519426215848
USR00115,39,11,4521.64,411.0581818181818,P2M,0.2727272727272727,0.18181818181818182,35-44,Tier 2,Verified,0.279,8.416851173119777
USR00116,10,7,11034.64,1576.3771428571429,Bill Payment,0.2857142857142857,0.14285714285714285,35-44,Tier 1,Verified,0.703,9.308885314290437
USR00117,6,13,3666.96,282.07384615384615,P2M,0.38461538461538464,0.3076923076923077,45-54,Tier 2,Verified,0.79,8.207390928191485
USR00118,18,10,2124.7799999999997,212.47799999999998,P2M,0.3,0.3,18-24,Tier 3,Verified,0.247,7.661894072832437
USR00119,16,19,2198.9700000000003,115.73526315789475,P2M,0.47368421052631576,0.3157894736842105,25-34,Tier 3,Verified,0.618,7.696199002889795
USR00120,19,10,8158.530000000001,815.8530000000001,P2M,0.1,0.2,25-34,Tier 2,Verified,0.278,9.006941848260107
USR00121,34,11,8179.08,743.5527272727272,P2M,0.36363636363636365,0.2727272727272727,25-34,Tier 3,Not Verified,0.795,9.00945720950007
USR00122,77,11,6120.57,556.4154545454545,P2M,0.2727272727272727,0.2727272727272727,35-44,Tier 2,Verified,0.609,8.719573878554364
USR00123,7,7,6965.48,995.0685714285713,EMI,0.14285714285714285,0.42857142857142855,25-34,Tier 1,Verified,0.683,8.848865354667447
USR00124,64,9,7505.68,833.9644444444444,Bill Payment,0.3333333333333333,0.4444444444444444,18-24,Tier 3,Verified,0.965,8.923548569782874
USR00125,22,8,2185.68,273.21,P2P,0.125,0.375,45-54,Tier 1,Verified,0.76,7.69013969081241
USR00126,41,10,4110.5599999999995,411.0559999999999,P2M,0.2,0.3,18-24,Tier 2,Verified,0.518,8.321557797518626
USR00127,4,11,5050.06,459.09636363636366,P2P,0.45454545454545453,0.18181818181818182,25-34,Tier 2,Verified,0.321,8.527353401233373
USR00128,50,7,7366.400000000001,1052.3428571428572,P2M,0.14285714285714285,0.2857142857142857,18-24,Tier 1,Verified,0.518,8.904820141394522
USR00129,67,8,8450.84,1056.355,P2M,0.5,0.25,35-44,Tier 1,Verified,0.866,9.042139448126097
USR00130,2,11,14234.29,1294.0263636363636,Bill Payment,0.36363636363636365,0.0,25-34,Tier 2,Verified,0.406,9.563479371826368
USR00131,11,14,10320.36,737.1685714285715,P2M,0.35714285714285715,0.2857142857142857,18-24,Tier 2,Not Verified,0.565,9.24197081329868
USR00132,7,13,11983.13,921.7792307692307,P2M,0.3076923076923077,0.23076923076923078,35-44,Tier 2,Verified,0.782,9.391338553495226
USR00133,55,11,19160.54569999996,1741.8677909090873,Bill Payment,0.09090909090909091,0.09090909090909091,55+,Tier 1,Not Verified,0.184,9.860660721548598
USR00134,59,9,10813.0,1201.4444444444443,P2M,0.5555555555555556,0.3333333333333333,45-54,Tier 1,Not Verified,0.432,9.28859686994195
USR00135,20,7,10748.71,1535.53,Recharge,0.2857142857142857,0.5714285714285714,45-54,Tier 1,Verified,0.595,9.282634056447744
USR00136,32,16,8291.88,518.2425,P2M,0.1875,0.4375,25-34,Tier 2,Verified,0.307,9.023152594311542
USR00137,10,13,27493.88569999996,2114.9142846153813,P2M,0.6153846153846154,0.23076923076923078,35-44,Tier 1,Not Verified,0.956,10.221755291813796
USR00138,7,11,26046.735699999957,2367.88506363636,Bill Payment,0.2727272727272727,0.36363636363636365,45-54,Tier 1,Verified,0.349,10.167686122098454
USR00139,97,13,1950.06,150.0046153846154,P2M,0.23076923076923078,0.3076923076923077,55+,Tier 3,Verified,0.982,7.576128093609998
USR00140,8,10,8310.67,831.067,P2P,0.1,0.1,25-34,Tier 1,Verified,0.372,9.025415830354744
USR00141,33,7,3470.75,495.82142857142856,Bill Payment,0.2857142857142857,0.2857142857142857,25-34,Tier 3,Verified,0.149,8.152414068579489
USR00142,7,7,15036.255699999958,2148.0365285714224,P2P,0.14285714285714285,0.42857142857142855,25-34,Tier 1,Not Verified,0.111,9.618286114099424
USR00143,10,9,6919.83,768.87,P2M,0.2222222222222222,0.4444444444444444,25-34,Tier 3,Not Verified,0.969,8.842290983615756
USR00144,22,10,24010.92,2401.0919999999996,P2M,0.1,0.1,25-34,Tier 1,Verified,0.461,10.086305652698684
USR00145,25,10,1857.93,185.793,P2M,0.2,0.5,45-54,Tier 3,Not Verified,0.83,7.52775633235945
USR00146,3,16,6033.52,377.095,Bill Payment,0.25,0.3125,45-54,Tier 1,Verified,0.788,8.705251594328706
USR00147,7,7,12826.925699999956,1832.4179571428508,P2M,0.2857142857142857,0.14285714285714285,45-54,Tier 1,Verified,0.918,9.459379768778806
USR00148,146,9,14677.27,1630.8077777777778,P2M,0.0,0.4444444444444444,25-34,Tier 2,Verified,0.659,9.59412344781251
USR00149,22,8,2562.08,320.26,P2M,0.125,0.625,18-24,Tier 2,Verified,0.287,7.848964939298714
USR00150,38,8,6000.55,750.06875,EMI,0.375,0.625,35-44,Tier 1,Verified,0.597,8.699773048181216
USR00151,21,9,4957.69,550.8544444444444,Subscription,0.2222222222222222,0.1111111111111111,45-54,Tier 3,Verified,0.523,8.508896871931793
USR00152,12,14,5269.58,376.3985714285714,P2P,0.14285714285714285,0.42857142857142855,18-24,Tier 3,Not Verified,0.509,8.569895692405584
USR00153,61,6,6397.7,1066.2833333333333,P2M,0.3333333333333333,0.3333333333333333,45-54,Tier 1,Verified,0.94,8.763850123715086
USR00154,28,8,6145.47,768.18375,Bill Payment,0.375,0.25,35-44,Tier 3,Verified,0.918,8.723633212268998
USR00155,10,9,1512.73,168.0811111111111,P2P,0.3333333333333333,0.1111111111111111,25-34,Tier 3,Not Verified,0.377,7.322332082558715
USR00156,94,5,1082.46,216.49200000000002,Recharge,0.8,0.2,35-44,Tier 3,Verified,0.522,6.987914902897627
USR00157,13,15,10946.3,729.7533333333333,P2M,0.26666666666666666,0.2,35-44,Tier 1,Verified,0.544,9.300848129497483
USR00158,21,9,20730.54569999996,2303.393966666662,P2M,0.3333333333333333,0.4444444444444444,25-34,Tier 1,Verified,0.643,9.939411766084744
USR00159,46,12,12293.28,1024.44,P2M,0.25,0.3333333333333333,25-34,Tier 2,Verified,0.119,9.416889392545164
USR00160,29,9,4327.07,480.7855555555555,EMI,0.3333333333333333,0.4444444444444444,35-44,Tier 2,Verified,0.787,8.372876994147834
USR00161,33,15,10132.58,675.5053333333333,P2M,0.2,0.6,25-34,Tier 2,Not Verified,0.263,9.223609940535201
USR00162,4,13,26399.45,2030.7269230769232,P2M,0.3076923076923077,0.38461538461538464,35-44,Tier 1,Verified,0.468,10.18113633444368
USR00163,1,16,11974.04,748.3775,P2M,0.4375,0.25,35-44,Tier 3,Verified,0.724,9.390579762565812
USR00164,69,12,20293.93,1691.1608333333334,P2M,0.4166666666666667,0.5,45-54,Tier 1,Verified,0.179,9.918126380141649
USR00165,35,12,10958.03,913.1691666666667,P2M,0.5833333333333334,0.25,25-34,Tier 2,Verified,0.842,9.301919052935693
USR00166,23,12,1044.3,87.02499999999999,P2M,0.08333333333333333,0.3333333333333333,25-34,Tier 3,Verified,0.149,6.952059204538662
USR00167,78,5,2194.67,438.934,P2P,0.2,0.2,45-54,Tier 2,Verified,0.784,7.694242518113225
USR00168,129,8,3076.47,384.55875,P2P,0.125,0.25,18-24,Tier 3,Verified,0.494,8.031863109838877
USR00169,5,13,13379.11,1029.1623076923076,P2M,0.38461538461538464,0.15384615384615385,25-34,Tier 1,Verified,0.648,9.501524554874136
USR00170,24,13,13240.98,1018.536923076923,P2M,0.38461538461538464,0.38461538461538464,25-34,Tier 1,Verified,0.597,9.491147365137781
USR00171,62,8,5792.25,724.03125,P2P,0.0,0.25,35-44,Tier 2,Verified,0.206,8.66444872569799
USR00172,11,13,6804.0199999999995,523.3861538461538,P2P,0.38461538461538464,0.46153846153846156,25-34,Tier 3,Verified,0.346,8.825415854096677
USR00173,5,9,4375.83,486.2033333333333,P2P,0.2222222222222222,0.2222222222222222,35-44,Tier 2,Verified,0.23,8.384079997048918
USR00174,19,10,7018.02,701.802,Bill Payment,0.2,0.2,25-34,Tier 2,Verified,0.223,8.85637888613511
USR00175,8,13,14852.335699999958,1142.4873615384583,P2M,0.38461538461538464,0.15384615384615385,18-24,Tier 1,Verified,0.557,9.605979745268767
USR00176,18,14,22483.855699999956,1605.9896928571397,P2M,0.2857142857142857,0.42857142857142855,25-34,Tier 2,Verified,0.622,10.020597281572472
USR00177,8,9,2489.85,276.65,P2M,0.1111111111111111,0.2222222222222222,45-54,Tier 2,Not Verified,0.536,7.820379296668667
USR00178,25,13,17611.420000000002,1354.7246153846156,P2M,0.15384615384615385,0.15384615384615385,35-44,Tier 1,Verified,0.883,9.776359613968088
USR00179,2,15,12741.25,849.4166666666666,P2M,0.26666666666666666,0.4,25-34,Tier 1,Not Verified,0.87,9.452678522637783
USR00180,6,10,1041.58,104.15799999999999,Recharge,0.0,0.1,25-34,Tier 3,Verified,0.83,6.949453689337813
USR00181,25,16,3863.11,241.444375,P2M,0.1875,0.3125,25-34,Tier 3,Verified,0.133,8.259486662836109
USR00182,78,8,2723.28,340.41,P2M,0.125,0.125,25-34,Tier 2,Verified,0.887,7.909959452001556
USR00183,4,6,4080.4700000000003,680.0783333333334,P2M,0.0,0.3333333333333333,25-34,Tier 2,Verified,0.23,8.314212496625515
USR00184,65,6,2670.87,445.145,P2M,0.5,0.3333333333333333,35-44,Tier 2,Verified,0.972,7.890533880778345
USR00185,8,12,11538.27,961.5225,P2M,0.3333333333333333,0.25,18-24,Tier 1,Verified,0.867,9.353511279828968
USR00186,19,7,1886.3400000000001,269.4771428571429,P2M,0.14285714285714285,0.7142857142857143,25-34,Tier 1,Not Verified,0.899,7.542923709318232
USR00187,39,8,4515.87,564.48375,P2M,0.25,0.5,55+,Tier 3,Verified,0.311,8.415574555076622
USR00188,15,6,2001.07,333.51166666666666,Bill Payment,0.6666666666666666,0.6666666666666666,25-34,Tier 2,Verified,0.491,7.601936924298868
USR00189,66,5,1223.1399999999999,244.628,P2M,0.6,0.4,18-24,Tier 3,Verified,0.725,7.10999383561645
USR00190,129,12,5857.0,488.0833333333333,P2M,0.25,0.6666666666666666,55+,Tier 3,Verified,0.364,8.675563527387679
USR00191,24,12,20308.52,1692.3766666666668,P2M,0.3333333333333333,0.5833333333333334,55+,Tier 1,Verified,0.609,9.918845020617159
USR00192,13,11,6123.35,556.6681818181819,P2M,0.36363636363636365,0.2727272727272727,18-24,Tier 2,Verified,0.884,8.720027907332563
USR00193,50,10,4893.59,489.35900000000004,P2M,0.2,0.2,35-44,Tier 2,Not Verified,0.229,8.495885792518944
USR00194,53,9,3096.73,344.0811111111111,Bill Payment,0.5555555555555556,0.3333333333333333,35-44,Tier 3,Verified,0.108,8.038424864176834
USR00195,52,9,16961.165699999958,1884.573966666662,P2M,0.2222222222222222,0.3333333333333333,25-34,Tier 1,Verified,0.498,9.738740595769105
USR00196,37,11,9598.800000000001,872.6181818181819,Recharge,0.36363636363636365,0.5454545454545454,25-34,Tier 2,Verified,0.482,9.169497543905578
USR00197,81,6,4432.84,738.8066666666667,P2P,0.3333333333333333,0.16666666666666666,45-54,Tier 2,Verified,0.446,8.397021304725907
USR00198,2,9,7678.54,853.1711111111111,P2M,0.3333333333333333,0.3333333333333333,35-44,Tier 2,Verified,0.617,8.946314928514557
USR00199,180,9,3605.27,400.5855555555556,P2P,0.3333333333333333,0.3333333333333333,18-24,Tier 3,Verified,0.692,8.19042927616824
USR00200,15,6,2107.51,351.2516666666667,P2M,0.5,0.3333333333333333,25-34,Tier 3,Verified,0.771,7.6537368158834544
USR00201,63,8,4479.72,559.965,P2M,0.375,0.375,25-34,Tier 3,Verified,0.307,8.407539026781588
USR00202,3,8,2480.6,310.075,P2M,0.25,0.375,18-24,Tier 1,Verified,0.71,7.816658792422274
USR00203,37,9,4058.0499999999997,450.8944444444444,P2P,0.2222222222222222,0.1111111111111111,25-34,Tier 2,Not Verified,0.913,8.30870423506803
USR00204,6,10,6873.16,687.316,Recharge,0.4,0.1,55+,Tier 2,Verified,0.428,8.835524733251784
USR00205,5,19,19691.43,1036.391052631579,Bill Payment,0.2631578947368421,0.2631578947368421,25-34,Tier 2,Verified,0.474,9.887989576918375
USR00206,22,9,14205.97,1578.441111111111,P2M,0.1111111111111111,0.3333333333333333,45-54,Tier 1,Verified,0.345,9.561487968234738
USR00207,51,8,6508.54,813.5675,P2M,0.125,0.375,18-24,Tier 2,Verified,0.366,8.781024072183769
USR00208,31,10,2162.72,216.272,P2M,0.3,0.5,35-44,Tier 2,Verified,0.168,7.679584241576277
USR00209,8,8,906.95,113.36875,Recharge,0.25,0.5,18-24,Tier 3,Verified,0.824,6.811189311005806
