user_id,Recency,Frequency,Monetary,Avg_Txn_Value,Weekend_Ratio,Night_Ratio,user_loyalty_score
USR00051,13,9,3380.96,375.6622222222222,0.2222222222222222,0.4444444444444444,1694.98
USR00052,17,6,2421.11,403.5183333333334,0.6666666666666666,0.16666666666666666,1213.555
USR00053,134,11,4723.76,429.4327272727273,0.36363636363636365,0.36363636363636365,2367.38
USR00054,19,15,6340.97,422.73133333333334,0.4666666666666667,0.4666666666666667,3177.985
USR00055,29,5,3671.38,734.2760000000001,0.0,0.2,1838.19
USR00056,6,5,1202.53,240.506,0.2,0.4,603.765
USR00057,22,15,22562.05,1504.1366666666665,0.3333333333333333,0.2,11288.525
USR00058,37,11,11357.369999999999,1032.4881818181818,0.45454545454545453,0.2727272727272727,5684.1849999999995
USR00059,9,10,14068.66,1406.866,0.4,0.2,7039.33
USR00060,51,11,2933.7,266.7,0.36363636363636365,0.2727272727272727,1472.35
USR00061,5,9,15100.49,1677.8322222222223,0.0,0.3333333333333333,7554.745
USR00062,20,10,6485.0,648.5,0.1,0.1,3247.5
USR00063,72,15,21882.26,1458.8173333333332,0.4,0.13333333333333333,10948.63
USR00064,18,9,1144.0,127.11111111111111,0.2222222222222222,0.3333333333333333,576.5
USR00065,12,11,7878.33,716.2118181818182,0.18181818181818182,0.36363636363636365,3944.665
USR00066,1,12,42901.51,3575.1258333333335,0.25,0.3333333333333333,21456.755
USR00067,68,10,6037.62,603.762,0.3,0.3,3023.81
USR00068,16,4,867.87,216.9675,0.25,0.25,435.935
USR00069,6,19,7274.75,382.88157894736844,0.15789473684210525,0.42105263157894735,3646.875
USR00070,32,9,14781.87,1642.43,0.5555555555555556,0.1111111111111111,7395.435
USR00071,2,14,20359.59,1454.2564285714286,0.35714285714285715,0.2857142857142857,10186.795
USR00072,232,4,2748.11,687.0275,0.75,1.0,1376.055
USR00073,5,11,3889.29,353.5718181818182,0.45454545454545453,0.2727272727272727,1950.145
USR00074,8,16,19615.100000000002,1225.9437500000001,0.3125,0.25,9815.550000000001
USR00075,55,12,10349.33,862.4441666666667,0.3333333333333333,0.3333333333333333,5180.665
USR00076,24,10,5838.33,583.833,0.4,0.8,2924.165
USR00077,7,8,20286.300000000003,2535.7875000000004,0.125,0.0,10147.150000000001
USR00078,11,6,2454.87,409.145,0.3333333333333333,0.16666666666666666,1230.435
USR00079,193,2,256.48,128.24,0.0,0.0,129.24
USR00080,106,10,5244.5,524.45,0.5,0.4,2627.25
USR00081,8,12,7817.91,651.4925,0.16666666666666666,0.4166666666666667,3914.955
USR00082,37,10,6306.95,630.6949999999999,0.5,0.4,3158.475
USR00083,74,7,5160.5599999999995,737.222857142857,0.14285714285714285,0.14285714285714285,2583.7799999999997
USR00084,16,15,20563.01,1370.8673333333331,0.26666666666666666,0.3333333333333333,10289.005
USR00085,117,7,16500.91,2357.272857142857,0.2857142857142857,0.2857142857142857,8253.955
USR00086,3,16,20243.32,1265.2075,0.25,0.25,10129.66
USR00087,71,14,15005.43,1071.8164285714286,0.21428571428571427,0.42857142857142855,7509.715
USR00088,1,12,3756.56,313.0466666666667,0.25,0.16666666666666666,1884.28
USR00089,9,10,5881.45,588.145,0.5,0.3,2945.725
USR00090,29,11,5122.46,465.6781818181818,0.2727272727272727,0.09090909090909091,2566.73
USR00091,59,11,14052.52,1277.5018181818182,0.2727272727272727,0.09090909090909091,7031.76
USR00092,5,6,4379.9,729.9833333333332,0.3333333333333333,0.3333333333333333,2192.95
USR00093,130,8,2032.4299999999998,254.05374999999998,0.25,0.25,1020.2149999999999
USR00094,5,15,8233.74,548.9159999999999,0.26666666666666666,0.3333333333333333,4124.37
USR00095,7,10,11301.42,1130.142,0.3,0.4,5655.71
USR00096,89,8,4348.8,543.6,0.5,0.125,2178.4
USR00097,30,11,7405.37,673.2154545454546,0.09090909090909091,0.2727272727272727,3708.185
USR00098,30,12,19573.73,1631.1441666666667,0.25,0.3333333333333333,9792.865
USR00099,213,6,3143.95,523.9916666666667,0.3333333333333333,0.16666666666666666,1574.975
USR00100,3,14,12349.44,882.1028571428571,0.35714285714285715,0.2857142857142857,6181.72
USR00101,13,8,7695.36,961.92,0.125,0.125,3851.68
USR00102,15,7,14774.32,2110.617142857143,0.2857142857142857,0.2857142857142857,7390.66
USR00103,8,15,5016.04,334.4026666666667,0.2,0.5333333333333333,2515.52
USR00104,14,9,8628.11,958.678888888889,0.2222222222222222,0.1111111111111111,4318.555
USR00105,122,9,18659.84,2073.3155555555554,0.6666666666666666,0.1111111111111111,9334.42
USR00106,15,15,9438.49,629.2326666666667,0.4,0.3333333333333333,4726.745
USR00107,13,11,2829.1400000000003,257.1945454545455,0.45454545454545453,0.18181818181818182,1420.0700000000002
USR00108,8,10,4481.46,448.146,0.3,0.5,2245.73
USR00109,5,7,1128.16,161.1657142857143,0.0,0.0,567.58
USR00110,10,13,5143.22,395.63230769230773,0.15384615384615385,0.38461538461538464,2578.11
USR00111,31,12,8584.57,715.3808333333333,0.08333333333333333,0.5,4298.285
USR00112,29,11,14975.79,1361.4354545454546,0.45454545454545453,0.36363636363636365,7493.395
USR00113,12,12,8105.45,675.4541666666667,0.0,0.5833333333333334,4058.725
USR00114,33,15,14845.5,989.7,0.3333333333333333,0.3333333333333333,7430.25
USR00115,39,11,4521.64,411.0581818181818,0.2727272727272727,0.18181818181818182,2266.32
USR00116,10,7,11034.64,1576.3771428571429,0.2857142857142857,0.14285714285714285,5520.82
USR00117,6,13,3666.96,282.07384615384615,0.38461538461538464,0.3076923076923077,1839.98
USR00118,18,10,2124.7799999999997,212.47799999999998,0.3,0.3,1067.3899999999999
USR00119,16,19,2198.9700000000003,115.73526315789475,0.47368421052631576,0.3157894736842105,1108.9850000000001
USR00120,19,10,8158.530000000001,815.8530000000001,0.1,0.2,4084.2650000000003
USR00121,34,11,8179.08,743.5527272727272,0.36363636363636365,0.2727272727272727,4095.04
USR00122,77,11,6120.57,556.4154545454545,0.2727272727272727,0.2727272727272727,3065.785
USR00123,7,7,6965.48,995.0685714285713,0.14285714285714285,0.42857142857142855,3486.24
USR00124,64,9,7505.68,833.9644444444444,0.3333333333333333,0.4444444444444444,3757.34
USR00125,22,8,2185.68,273.21,0.125,0.375,1096.84
USR00126,41,10,4110.5599999999995,411.0559999999999,0.2,0.3,2060.2799999999997
USR00127,4,11,5050.06,459.09636363636366,0.45454545454545453,0.18181818181818182,2530.53
USR00128,50,7,7366.400000000001,1052.3428571428572,0.14285714285714285,0.2857142857142857,3686.7000000000003
USR00129,67,8,8450.84,1056.355,0.5,0.25,4229.42
USR00130,2,11,14234.29,1294.0263636363636,0.36363636363636365,0.0,7122.645
USR00131,11,14,10320.36,737.1685714285715,0.35714285714285715,0.2857142857142857,5167.18
USR00132,7,13,11983.13,921.7792307692307,0.3076923076923077,0.23076923076923078,5998.065
USR00133,55,11,20845.73,1895.0663636363636,0.09090909090909091,0.09090909090909091,10428.365
USR00134,59,9,10813.0,1201.4444444444443,0.5555555555555556,0.3333333333333333,5411.0
USR00135,20,7,10748.71,1535.53,0.2857142857142857,0.5714285714285714,5377.855
USR00136,32,16,8291.88,518.2425,0.1875,0.4375,4153.94
USR00137,10,13,31511.31,2423.946923076923,0.6153846153846154,0.23076923076923078,15762.155
USR00138,7,11,33702.08,3063.8254545454547,0.2727272727272727,0.36363636363636365,16856.54
USR00139,97,13,1950.06,150.0046153846154,0.23076923076923078,0.3076923076923077,981.53
USR00140,8,10,8310.67,831.067,0.1,0.1,4160.335
USR00141,33,7,3470.75,495.82142857142856,0.2857142857142857,0.2857142857142857,1738.875
USR00142,7,7,16607.059999999998,2372.4371428571426,0.14285714285714285,0.42857142857142855,8307.029999999999
USR00143,10,9,6919.83,768.87,0.2222222222222222,0.4444444444444444,3464.415
USR00144,22,10,24010.92,2401.0919999999996,0.1,0.1,12010.46
USR00145,25,10,1857.93,185.793,0.2,0.5,933.965
USR00146,3,16,6033.52,377.095,0.25,0.3125,3024.76
USR00147,7,7,15149.52,2164.217142857143,0.2857142857142857,0.14285714285714285,7578.26
USR00148,146,9,14677.27,1630.8077777777778,0.0,0.4444444444444444,7343.135
USR00149,21,8,2562.08,320.26,0.125,0.625,1285.04
USR00150,38,8,6000.55,750.06875,0.375,0.625,3004.275
USR00151,21,9,4957.69,550.8544444444444,0.2222222222222222,0.1111111111111111,2483.345
USR00152,12,14,5269.58,376.3985714285714,0.14285714285714285,0.42857142857142855,2641.79
USR00153,61,6,6397.7,1066.2833333333333,0.3333333333333333,0.3333333333333333,3201.85
USR00154,28,8,6145.47,768.18375,0.375,0.25,3076.735
USR00155,10,9,1512.73,168.0811111111111,0.3333333333333333,0.1111111111111111,760.865
USR00156,94,5,1082.46,216.49200000000002,0.8,0.2,543.73
USR00157,13,15,10946.3,729.7533333333333,0.26666666666666666,0.2,5480.65
USR00158,21,9,21919.75,2435.527777777778,0.3333333333333333,0.4444444444444444,10964.375
USR00159,46,12,12293.28,1024.44,0.25,0.3333333333333333,6152.64
USR00160,29,9,4327.07,480.7855555555555,0.3333333333333333,0.4444444444444444,2168.035
USR00161,33,15,10132.58,675.5053333333333,0.2,0.6,5073.79
USR00162,4,13,26399.45,2030.7269230769232,0.3076923076923077,0.38461538461538464,13206.225
USR00163,1,16,11974.04,748.3775,0.4375,0.25,5995.02
USR00164,69,12,20293.93,1691.1608333333334,0.4166666666666667,0.5,10152.965
USR00165,35,12,10958.03,913.1691666666667,0.5833333333333334,0.25,5485.015
USR00166,23,12,1044.3,87.02499999999999,0.08333333333333333,0.3333333333333333,528.15
USR00167,78,5,2194.67,438.934,0.2,0.2,1099.835
USR00168,129,8,3076.47,384.55875,0.125,0.25,1542.235
USR00169,5,13,13379.11,1029.1623076923076,0.38461538461538464,0.15384615384615385,6696.055
USR00170,24,13,13240.98,1018.536923076923,0.38461538461538464,0.38461538461538464,6626.99
USR00171,62,8,5792.25,724.03125,0.0,0.25,2900.125
USR00172,10,13,6804.0199999999995,523.3861538461538,0.38461538461538464,0.46153846153846156,3408.5099999999998
USR00173,5,9,4375.83,486.2033333333333,0.2222222222222222,0.2222222222222222,2192.415
USR00174,19,10,7018.02,701.802,0.2,0.2,3514.01
USR00175,8,13,15006.02,1154.309230769231,0.38461538461538464,0.15384615384615385,7509.51
USR00176,18,14,23365.010000000002,1668.929285714286,0.2857142857142857,0.42857142857142855,11689.505000000001
USR00177,8,9,2489.85,276.65,0.1111111111111111,0.2222222222222222,1249.425
USR00178,25,13,17611.420000000002,1354.7246153846156,0.15384615384615385,0.15384615384615385,8812.210000000001
USR00179,2,15,12741.25,849.4166666666666,0.26666666666666666,0.4,6378.125
USR00180,6,10,1041.58,104.15799999999999,0.0,0.1,525.79
USR00181,25,16,3863.11,241.444375,0.1875,0.3125,1939.555
USR00182,78,8,2723.28,340.41,0.125,0.125,1365.64
USR00183,4,6,4080.4700000000003,680.0783333333334,0.0,0.3333333333333333,2043.2350000000001
USR00184,65,6,2670.87,445.145,0.5,0.3333333333333333,1338.435
USR00185,8,12,11538.27,961.5225,0.3333333333333333,0.25,5775.135
USR00186,19,7,1886.3400000000001,269.4771428571429,0.14285714285714285,0.7142857142857143,946.6700000000001
USR00187,38,8,4515.87,564.48375,0.25,0.5,2261.935
USR00188,15,6,2001.07,333.51166666666666,0.6666666666666666,0.6666666666666666,1003.535
USR00189,66,5,1223.1399999999999,244.628,0.6,0.4,614.0699999999999
USR00190,129,12,5857.0,488.0833333333333,0.25,0.6666666666666666,2934.5
USR00191,24,12,20308.52,1692.3766666666668,0.3333333333333333,0.5833333333333334,10160.26
USR00192,13,11,6123.35,556.6681818181819,0.36363636363636365,0.2727272727272727,3067.175
USR00193,50,10,4893.59,489.35900000000004,0.2,0.2,2451.795
USR00194,53,9,3096.73,344.0811111111111,0.5555555555555556,0.3333333333333333,1552.865
USR00195,52,9,19067.2,2118.577777777778,0.2222222222222222,0.3333333333333333,9538.1
USR00196,36,11,9598.800000000001,872.6181818181819,0.36363636363636365,0.5454545454545454,4804.900000000001
USR00197,81,6,4432.84,738.8066666666667,0.3333333333333333,0.16666666666666666,2219.42
USR00198,2,9,7678.54,853.1711111111111,0.3333333333333333,0.3333333333333333,3843.77
USR00199,180,9,3605.27,400.5855555555556,0.3333333333333333,0.3333333333333333,1807.135
USR00200,15,6,2107.51,351.2516666666667,0.5,0.3333333333333333,1056.755
USR00201,63,8,4479.72,559.965,0.375,0.375,2243.86
USR00202,3,8,2480.6,310.075,0.25,0.375,1244.3
USR00203,37,9,4058.0499999999997,450.8944444444444,0.2222222222222222,0.1111111111111111,2033.5249999999999
USR00204,6,10,6873.16,687.316,0.4,0.1,3441.58
USR00205,5,19,19691.43,1036.391052631579,0.2631578947368421,0.2631578947368421,9855.215
USR00206,22,9,14205.97,1578.441111111111,0.1111111111111111,0.3333333333333333,7107.485
USR00207,51,8,6508.54,813.5675,0.125,0.375,3258.27
USR00208,30,10,2162.72,216.272,0.3,0.5,1086.36
USR00209,8,8,906.95,113.36875,0.25,0.5,457.475
USR00210,1,14,10327.02,737.6442857142857,0.35714285714285715,0.5,5170.51
USR00211,60,13,7603.98,584.9215384615384,0.23076923076923078,0.5384615384615384,3808.49
USR00212,17,13,4774.77,367.29,0.0,0.23076923076923078,2393.885
USR00213,57,6,11219.4,1869.8999999999999,0.16666666666666666,0.5,5612.7
USR00214,77,9,4529.24,503.24888888888887,0.4444444444444444,0.3333333333333333,2269.12
USR00215,12,6,5677.8099999999995,946.3016666666666,0.5,0.5,2841.9049999999997
USR00216,33,11,12574.03,1143.0936363636365,0.36363636363636365,0.2727272727272727,6292.515
USR00217,13,11,15820.52,1438.229090909091,0.18181818181818182,0.18181818181818182,7915.76
USR00218,21,16,26040.62,1627.53875,0.375,0.3125,13028.31
USR00219,7,8,3917.29,489.66125,0.125,0.125,1962.645
USR00220,89,13,3671.0299999999997,282.38692307692304,0.38461538461538464,0.3076923076923077,1842.0149999999999
USR00221,5,13,3198.8599999999997,246.0661538461538,0.38461538461538464,0.3076923076923077,1605.9299999999998
USR00222,37,6,2532.23,422.03833333333336,0.16666666666666666,0.0,1269.115
USR00223,17,8,5854.07,731.75875,0.5,0.5,2931.035
USR00224,50,14,21782.57,1555.8978571428572,0.2857142857142857,0.21428571428571427,10898.285
USR00225,210,10,3381.4900000000002,338.149,0.0,0.2,1695.7450000000001
USR00226,15,11,7837.780000000001,712.5254545454546,0.18181818181818182,0.36363636363636365,3924.3900000000003
USR00227,23,7,5463.98,780.5685714285713,0.2857142857142857,0.42857142857142855,2735.49
USR00228,1,6,909.9,151.65,0.3333333333333333,0.16666666666666666,457.95
USR00229,41,14,8741.27,624.3764285714286,0.07142857142857142,0.21428571428571427,4377.635
USR00230,2,10,1070.38,107.03800000000001,0.5,0.6,540.19
USR00231,33,16,5640.01,352.500625,0.25,0.4375,2828.005
USR00232,24,8,1495.05,186.88125,0.375,0.375,751.525
USR00233,22,7,2199.09,314.1557142857143,0.14285714285714285,0.14285714285714285,1103.045
USR00234,9,7,8100.85,1157.2642857142857,0.2857142857142857,0.2857142857142857,4053.925
USR00235,49,14,17131.08,1223.6485714285716,0.2857142857142857,0.42857142857142855,8572.54
USR00236,4,6,3576.09,596.015,0.0,0.0,1791.045
USR00237,36,15,20155.83,1343.7220000000002,0.13333333333333333,0.3333333333333333,10085.415
USR00238,22,11,4356.46,396.0418181818182,0.36363636363636365,0.2727272727272727,2183.73
USR00239,122,9,16322.2,1813.5777777777778,0.2222222222222222,0.3333333333333333,8165.6
USR00240,25,11,59378.11,5398.01,0.45454545454545453,0.18181818181818182,29694.555
USR00241,8,10,12154.36,1215.4360000000001,0.2,0.3,6082.18
USR00242,112,7,1111.46,158.78,0.2857142857142857,0.42857142857142855,559.23
USR00243,8,7,3668.36,524.0514285714286,0.14285714285714285,0.14285714285714285,1837.68
USR00244,32,8,2109.15,263.64375,0.25,0.5,1058.575
USR00245,35,6,2097.2599999999998,349.5433333333333,0.16666666666666666,0.16666666666666666,1051.6299999999999
USR00246,20,5,2057.1299999999997,411.42599999999993,0.2,0.8,1031.0649999999998
USR00247,4,10,14309.99,1430.999,0.0,0.6,7159.995
USR00248,79,13,10778.58,829.1215384615384,0.46153846153846156,0.46153846153846156,5395.79
USR00249,13,12,7743.72,645.3100000000001,0.25,0.25,3877.86
USR00250,26,9,4514.8099999999995,501.6455555555555,0.1111111111111111,0.4444444444444444,2261.9049999999997
USR00251,8,9,1560.62,173.4022222222222,0.3333333333333333,0.3333333333333333,784.81
USR00252,9,11,2868.15,260.7409090909091,0.36363636363636365,0.0,1439.575
USR00253,9,8,5932.55,741.56875,0.625,0.375,2970.275
USR00254,108,3,4261.45,1420.4833333333333,0.6666666666666666,0.3333333333333333,2132.225
USR00255,24,6,13227.08,2204.5133333333333,0.0,0.16666666666666666,6616.54
USR00256,35,12,38341.54,3195.1283333333336,0.16666666666666666,0.5833333333333334,19176.77
USR00257,1,16,7423.02,463.93875,0.1875,0.25,3719.51
USR00258,38,11,6771.82,615.62,0.45454545454545453,0.18181818181818182,3391.41
USR00259,25,10,3788.66,378.866,0.2,0.1,1899.33
USR00260,22,12,4475.47,372.9558333333334,0.6666666666666666,0.16666666666666666,2243.735
USR00261,22,9,10379.72,1153.302222222222,0.4444444444444444,0.1111111111111111,5194.36
USR00262,46,9,18500.73,2055.6366666666668,0.2222222222222222,0.1111111111111111,9254.865
USR00263,39,8,1841.71,230.21375,0.25,0.375,924.855
USR00264,13,10,6721.0,672.1,0.3,0.3,3365.5
USR00265,10,12,13011.25,1084.2708333333333,0.5,0.16666666666666666,6511.625
USR00266,5,13,12183.74,937.2107692307692,0.07692307692307693,0.23076923076923078,6098.37
USR00267,12,6,1508.14,251.35666666666668,0.5,0.3333333333333333,757.07
USR00268,7,7,1737.27,248.18142857142857,0.0,0.2857142857142857,872.135
USR00269,4,7,4637.5,662.5,0.14285714285714285,0.42857142857142855,2322.25
USR00270,160,12,11923.74,993.645,0.16666666666666666,0.3333333333333333,5967.87
USR00271,9,10,5489.38,548.938,0.7,0.5,2749.69
USR00272,39,10,16415.81,1641.5810000000001,0.2,0.2,8212.905
USR00273,22,9,6672.91,741.4344444444445,0.3333333333333333,0.5555555555555556,3340.955
USR00274,73,9,6767.2699999999995,751.9188888888889,0.4444444444444444,0.2222222222222222,3388.1349999999998
USR00275,21,9,7278.78,808.7533333333333,0.1111111111111111,0.0,3643.89
USR00276,29,11,16962.32,1542.0290909090909,0.45454545454545453,0.36363636363636365,8486.66
USR00277,24,9,26043.39,2893.71,0.3333333333333333,0.1111111111111111,13026.195
USR00278,30,7,2907.21,415.3157142857143,0.5714285714285714,0.42857142857142855,1457.105
USR00279,19,7,1929.57,275.65285714285716,0.42857142857142855,0.42857142857142855,968.285
USR00280,20,14,30252.53,2160.895,0.21428571428571427,0.2857142857142857,15133.265
USR00281,3,12,5804.9800000000005,483.7483333333334,0.16666666666666666,0.3333333333333333,2908.4900000000002
USR00282,5,14,5066.48,361.89142857142855,0.21428571428571427,0.35714285714285715,2540.24
USR00283,130,8,1116.58,139.5725,0.375,0.375,562.29
USR00284,74,7,5677.969999999999,811.1385714285714,0.14285714285714285,0.14285714285714285,2842.4849999999997
USR00285,21,12,3857.86,321.48833333333334,0.16666666666666666,0.4166666666666667,1934.93
USR00286,62,10,7797.04,779.704,0.1,0.4,3903.52
USR00287,32,10,7488.66,748.866,0.2,0.7,3749.33
USR00288,39,11,4030.64,366.4218181818182,0.45454545454545453,0.18181818181818182,2020.82
USR00289,7,12,8820.41,735.0341666666667,0.25,0.4166666666666667,4416.205
USR00290,26,18,4587.84,254.88,0.05555555555555555,0.3333333333333333,2302.92
USR00291,4,12,5446.44,453.86999999999995,0.25,0.08333333333333333,2729.22
USR00292,5,15,3875.16,258.344,0.0,0.4666666666666667,1945.08
USR00293,11,9,7263.12,807.0133333333333,0.1111111111111111,0.2222222222222222,3636.06
USR00294,34,10,9646.71,964.6709999999999,0.2,0.1,4828.355
USR00295,4,16,9860.05,616.253125,0.3125,0.5,4938.025
USR00296,91,9,2777.34,308.59333333333336,0.2222222222222222,0.6666666666666666,1393.17
USR00297,6,10,5245.43,524.543,0.3,0.4,2627.715
USR00298,65,11,11513.67,1046.6972727272728,0.2727272727272727,0.5454545454545454,5762.335
USR00299,23,9,3769.04,418.78222222222223,0.3333333333333333,0.4444444444444444,1889.02
USR00300,97,10,12865.76,1286.576,0.1,0.3,6437.88
USR00301,63,10,7730.31,773.0310000000001,0.4,0.5,3870.155
USR00302,29,14,4198.59,299.8992857142857,0.35714285714285715,0.21428571428571427,2106.295
USR00303,14,6,1628.81,271.4683333333333,0.3333333333333333,0.5,817.405
USR00304,13,10,8261.42,826.142,0.3,0.2,4135.71
USR00305,19,17,10194.06,599.6505882352941,0.23529411764705882,0.29411764705882354,5105.53
USR00306,65,12,11678.33,973.1941666666667,0.4166666666666667,0.4166666666666667,5845.165
USR00307,39,12,11163.2,930.2666666666668,0.16666666666666666,0.25,5587.6
USR00308,43,10,15730.94,1573.094,0.1,0.2,7870.47
USR00309,44,5,1270.96,254.192,0.2,0.2,637.98
USR00310,45,5,1867.85,373.57,0.6,0.4,936.425
USR00311,10,7,6334.1,904.8714285714286,0.5714285714285714,0.42857142857142855,3170.55
USR00312,88,9,8953.13,994.7922222222221,0.2222222222222222,0.2222222222222222,4481.065
USR00313,85,6,10100.02,1683.3366666666668,0.0,0.0,5053.01
USR00314,10,12,9396.58,783.0483333333333,0.5833333333333334,0.0,4704.29
USR00315,24,19,7307.69,384.61526315789473,0.2631578947368421,0.15789473684210525,3663.345
USR00316,50,8,3060.85,382.60625,0.25,0.5,1534.425
USR00317,29,13,4957.53,381.3484615384615,0.15384615384615385,0.3076923076923077,2485.265
USR00318,8,10,27938.350000000002,2793.835,0.2,0.5,13974.175000000001
USR00319,6,11,1455.3799999999999,132.3072727272727,0.2727272727272727,0.36363636363636365,733.1899999999999
USR00320,6,12,4121.23,343.4358333333333,0.25,0.5833333333333334,2066.615
USR00321,47,8,3296.81,412.10125,0.25,0.125,1652.405
USR00322,50,9,4640.82,515.6466666666666,0.4444444444444444,0.3333333333333333,2324.91
USR00323,30,7,5341.16,763.0228571428571,0.14285714285714285,0.42857142857142855,2674.08
USR00324,47,14,8681.72,620.1228571428571,0.35714285714285715,0.42857142857142855,4347.86
USR00325,12,11,3373.18,306.65272727272725,0.2727272727272727,0.5454545454545454,1692.09
USR00326,13,9,15914.150000000001,1768.238888888889,0.4444444444444444,0.2222222222222222,7961.575000000001
USR00327,41,10,7493.15,749.3149999999999,0.3,0.3,3751.575
USR00328,49,20,9664.56,483.22799999999995,0.25,0.25,4842.28
USR00329,20,11,5335.26,485.0236363636364,0.2727272727272727,0.2727272727272727,2673.13
USR00330,4,10,2386.27,238.627,0.1,0.4,1198.135
USR00331,17,9,4132.93,459.2144444444445,0.2222222222222222,0.3333333333333333,2070.965
USR00332,34,13,12226.57,940.5053846153846,0.15384615384615385,0.23076923076923078,6119.785
USR00333,31,8,10567.22,1320.9025,0.25,0.375,5287.61
USR00334,59,4,2623.92,655.98,0.25,0.0,1313.96
USR00335,15,7,3737.13,533.8757142857143,0.42857142857142855,0.5714285714285714,1872.065
USR00336,96,8,4905.88,613.235,0.0,0.125,2456.94
USR00337,38,11,3515.3199999999997,319.57454545454544,0.36363636363636365,0.36363636363636365,1763.1599999999999
USR00338,2,14,15648.93,1117.7807142857143,0.21428571428571427,0.2857142857142857,7831.465
USR00339,36,14,3618.45,258.4607142857143,0.42857142857142855,0.2857142857142857,1816.225
USR00340,25,8,10059.7,1257.4625,0.125,0.25,5033.85
USR00341,14,10,14273.460000000001,1427.346,0.3,0.2,7141.7300000000005
